gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Pocillopora_acuta_KBHIv2___RNAseq.27608_t,18.41532453,3.827205858,0.275156088,11.78328776,4.76E-32,1.94E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5834.t1,11.13775359,3.826354227,0.318101215,10.18981248,2.20E-24,7.22E-23,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24551.t1a,47.15444645,3.825216027,0.216043689,14.99814018,7.55E-51,5.28E-49,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29592.t1,109.3245315,3.818730409,0.448905233,7.203676122,5.86E-13,1.22E-11,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1044.t1,26.15873928,3.809928175,0.224275883,14.37945815,6.96E-47,4.28E-45,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6119.t1,122.9514542,3.805070038,0.274736909,11.72069508,9.98E-32,4.01E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g720.t1,705.290114,3.766465496,0.163862881,19.41564171,5.69E-84,1.01E-81,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16643.t1,44.85384742,3.762010231,0.186149506,17.06718325,2.60E-65,3.03E-63,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.11590_t,33.01963704,3.745383735,0.301530776,10.48125593,1.05E-25,3.53E-24,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17354.t1,53.14651392,3.745313994,0.240357681,13.14853546,1.74E-39,8.76E-38,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6697.t1,295.9014216,3.743294236,0.155777233,20.27466841,2.15E-91,4.90E-89,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25666.t1,125.4695935,3.716435826,0.146917308,21.31452965,8.32E-101,2.28E-98,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5107.t1a,46.12947581,3.711768349,0.193403487,16.16726714,8.58E-59,7.82E-57,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17355.t1,18.59212795,3.699144986,0.365051683,8.530798881,1.45E-17,3.66E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4532.t1,11.75852978,3.689097516,0.343971979,9.024383389,1.81E-19,4.88E-18,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7956.t1,47.63137879,3.688098909,0.260442915,11.91484285,9.91E-33,4.11E-31,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22709.t1,148.5255663,3.67130769,0.121507844,25.4003782,2.50E-142,1.85E-139,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g28604.t1,602.6847733,3.664572269,0.330390353,9.321124959,1.15E-20,3.27E-19,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g22154.t1,41.84413691,3.66337193,0.234178146,13.14558799,1.80E-39,9.07E-38,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22065.t1,50.41568163,3.621260142,0.159799363,19.00068679,1.68E-80,2.74E-78,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.23676_t,19.823213,3.60220101,0.24750259,12.19073507,3.48E-34,1.50E-32,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23179.t1,24.21984921,3.548441517,0.297433163,9.963512439,2.20E-23,7.01E-22,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16350.t1,14.20790587,3.50523191,0.272802949,10.70468416,9.68E-27,3.33E-25,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g27519.t1,85.41451367,3.480304095,0.28724569,10.07966942,6.80E-24,2.21E-22,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1051.t1,40.57158343,3.477369319,0.204927159,14.11431668,3.10E-45,1.83E-43,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9215.t1,358.4349532,3.466672854,0.385006941,7.484827009,7.16E-14,1.55E-12,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g6850.t1,31.23494698,3.462481832,0.191718508,15.0090847,6.40E-51,4.53E-49,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23206.t1,133.7458703,3.455653614,0.096994239,29.59651155,1.66E-192,2.68E-189,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19806.t1,200.2722118,3.451824344,0.157009859,18.25911988,1.75E-74,2.51E-72,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g3323.t1,37.07475572,3.443529984,0.225564172,12.6729678,8.35E-37,3.91E-35,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1113.t1,16.79157339,3.431416876,0.320728876,8.874955095,7.00E-19,1.86E-17,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12727.t1,537.8388751,3.425602747,0.20237498,14.03651901,9.32E-45,5.41E-43,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5503.t1,64.6866476,3.404760538,0.330556618,8.530454044,1.46E-17,3.66E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30385.t1,12.4118339,3.404493918,0.239537441,11.77073364,5.52E-32,2.25E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5085.t1,40.5493568,3.403605278,0.173535657,16.2424416,2.53E-59,2.34E-57,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g8278.t1,19.53197765,3.386580946,0.331344657,8.455299892,2.78E-17,6.94E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2469.t1,234.5424287,3.382735268,0.118171933,23.67544221,6.46E-124,3.28E-121,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21892.t1,15.25301947,3.3746444,0.421011881,6.626135799,3.45E-11,6.61E-10,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6474.t1,308.6999551,3.369993286,0.21694712,12.83737157,1.01E-37,4.90E-36,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20235.t1,18.29149019,3.364509276,0.282402925,9.842485772,7.39E-23,2.30E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4699.t1,33.91234982,3.359540194,0.294530615,9.420337135,4.50E-21,1.30E-19,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16782.t1,23.7460126,3.353148762,0.632195596,4.378686404,1.19E-05,0.000150082,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17688.t2,18.04427715,3.314071107,0.246317675,11.07962961,1.58E-28,5.68E-27,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30373.t1,12.3893651,3.311910923,0.280348376,9.72699918,2.31E-22,7.03E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16685.t1,79.28471312,3.291293069,0.123677087,21.88223078,3.84E-106,1.24E-103,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6609.t1,14.9716711,3.289856172,0.322561697,8.385662954,5.04E-17,1.25E-15,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15634.t1,21.53416142,3.289061132,0.215147276,12.56859338,3.14E-36,1.43E-34,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14564.t1,25.76950524,3.287675901,0.191666025,14.10116058,3.74E-45,2.20E-43,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g14807.t1a,14.56578187,3.213878192,0.345777134,7.602919431,2.90E-14,6.37E-13,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23479.t1,34.19011523,3.200687203,0.259880868,10.06509144,7.88E-24,2.56E-22,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9543.t1,103.8898417,3.195076503,0.103096375,25.31722383,2.06E-141,1.47E-138,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g28534.t1,13.05977902,3.179481985,0.261946632,9.904763656,3.97E-23,1.25E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23541.t1a,57.81325175,3.177632158,0.192840495,13.44463287,3.31E-41,1.73E-39,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9703.t1,47.9819138,3.176264737,0.143271285,18.08668247,4.06E-73,5.55E-71,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g994.t1,506.4606572,3.175274889,0.307046128,8.436232065,3.28E-17,8.15E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1052.t1,131.1993905,3.168497397,0.160404917,16.10633227,2.30E-58,2.07E-56,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16729.t1,19.45841055,3.167997157,0.197100462,13.10516796,3.08E-39,1.54E-37,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30353.t1,25.84974842,3.164120509,0.156022524,16.53067733,2.21E-61,2.23E-59,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g6704.t2,49.07526911,3.149310855,0.136663069,18.76401854,1.49E-78,2.34E-76,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4359.t1c,22.29260574,3.147119567,0.262630926,9.755732512,1.74E-22,5.32E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22402.t1,23.9143474,3.141856496,0.229689745,11.13194667,8.77E-29,3.19E-27,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g18104.t1,125.5397119,3.133461758,0.329619438,7.731641285,1.06E-14,2.40E-13,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18176.t2,22.39091146,3.129776179,0.409624524,6.212552049,5.21E-10,9.22E-09,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2471.t1,62.71666647,3.123800643,0.145195817,17.48561493,1.84E-68,2.25E-66,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14891.t1,47.46128238,3.091463346,0.153286983,16.35168749,4.23E-60,4.11E-58,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g20127.t1a,49.91563713,3.0584246,0.168535287,14.67622679,9.15E-49,5.94E-47,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19800.t1,424.1660877,3.056899214,0.132569368,18.6463641,1.35E-77,2.07E-75,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20872.t1,20.55278009,3.056372502,0.253009129,9.768066526,1.54E-22,4.73E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24344.t1,36.52786187,3.054305371,0.149144426,16.55672248,1.43E-61,1.45E-59,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14866.t1,13.09397582,3.053445165,0.300198193,8.222843171,1.99E-16,4.79E-15,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16798.t1,13.5226973,3.029567259,0.229910153,10.63286997,2.10E-26,7.12E-25,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25120.t1,26.09300891,3.025246717,0.210077364,11.61612166,3.41E-31,1.34E-29,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16351.t1,95.35165843,3.022476561,0.109018619,22.35869514,9.94E-111,4.01E-108,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23690.t1,113.2280565,3.001135722,0.114123046,21.17165023,1.74E-99,4.49E-97,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9680.t1,2141.886166,2.977063665,0.422586417,5.6606201,1.51E-08,2.42E-07,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15811.t1,101.2023055,2.961566869,0.123088662,19.30806885,4.59E-83,8.09E-81,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25121.t1,51.9796489,2.957870212,0.173829716,13.65075987,2.00E-42,1.08E-40,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6490.t1,57.09406719,2.947575355,0.192522403,12.27188534,1.28E-34,5.60E-33,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g22948.t1,110.8531147,2.936790707,0.111252753,21.13950577,3.45E-99,8.75E-97,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g19206.t1,14.80971914,2.93545505,0.244864085,9.599172342,8.06E-22,2.40E-20,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g798.t1,11.28452652,2.928275996,0.30282423,7.738196828,1.01E-14,2.28E-13,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17733.t1,353.2684209,2.927586129,0.121502392,19.28047335,7.84E-83,1.35E-80,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6072.t1b,74.42428765,2.924652029,0.158861313,14.72787482,4.27E-49,2.82E-47,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17758.t1,59.62143642,2.923026139,0.130438804,17.92460187,7.58E-72,1.02E-69,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g25814.t1,386.3614246,2.915820618,0.236331767,9.862652616,6.04E-23,1.88E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g27038.t1,69.06018977,2.905431534,0.246004197,9.432640021,4.00E-21,1.16E-19,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25992.t1,16.84859313,2.902642183,0.302985809,7.649466114,2.02E-14,4.50E-13,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11670.t1,19.46129453,2.900292473,0.240717325,9.618460024,6.68E-22,2.00E-20,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22918.t1,32.26208089,2.893941984,0.197308334,11.70239207,1.24E-31,4.95E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20854.t1,18.4234414,2.876519696,0.196843202,11.64153588,2.53E-31,1.00E-29,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20234.t1,45.66477496,2.869638269,0.167604045,13.631388,2.61E-42,1.40E-40,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g17915.t1,246.6579607,2.864691841,0.102152793,22.31685772,2.53E-110,9.79E-108,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15475.t1,34.67233082,2.862283566,0.159855408,14.24613088,4.74E-46,2.88E-44,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29290.t1,816.820376,2.859827317,0.514601259,4.420635932,9.84E-06,0.000124054,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2566.t1d,38.07199832,2.858996363,0.214609142,10.59616491,3.10E-26,1.05E-24,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2567.t1,56.23764477,2.853286553,0.181612475,12.48991322,8.47E-36,3.81E-34,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g739.t1,159.3295392,2.843880223,0.103594896,21.80529933,2.07E-105,6.33E-103,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20476.t1,443.9290083,2.842775411,0.111359475,20.27499602,2.14E-91,4.90E-89,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25665.t1,35.76265285,2.837624854,0.237606461,9.480644364,2.53E-21,7.40E-20,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25067.t1,14.4740518,2.823507048,0.214377145,10.44208583,1.59E-25,5.31E-24,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11658.t1,34.13656068,2.816203741,0.231140668,9.653174651,4.77E-22,1.43E-20,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2652.t1a,32.62667011,2.812907594,0.664282828,3.353910414,0.000796782,0.008014712,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23939.t1,59.29626971,2.803289918,0.21088082,10.51934178,7.04E-26,2.37E-24,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30928.t1,13.6205367,2.789445031,0.29492443,7.474736946,7.74E-14,1.67E-12,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19895.t1,39.8946039,2.782071373,0.420539319,5.224502854,1.75E-07,2.59E-06,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11988.t1,52.60199457,2.755360173,0.129369428,16.77674317,3.61E-63,3.84E-61,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19823.t2,15.02600939,2.755094328,0.21755115,9.9752717,1.96E-23,6.26E-22,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1378.t1,89.23825143,2.754203371,0.158972031,13.64542467,2.15E-42,1.16E-40,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2093.t1,85.16525035,2.753519589,0.149670985,14.48882753,1.43E-47,8.95E-46,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23828.t1,11.38280468,2.741211183,0.220760961,9.767345968,1.55E-22,4.76E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.22525_t,14.90327899,2.734760983,0.434525695,4.947459977,7.52E-07,1.06E-05,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16786.t1,97.88556098,2.733478278,0.109807111,19.56627182,3.00E-85,5.67E-83,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17729.t1,35.69546731,2.722255869,0.199747125,10.69999565,1.02E-26,3.49E-25,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1047.t1,63.48749937,2.698336583,0.13979872,15.11726343,1.25E-51,8.97E-50,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20269.t1,36.67344001,2.694505768,0.162473241,12.98394282,1.51E-38,7.45E-37,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19839.t1,82.77861267,2.674655276,0.182033959,11.47968643,1.67E-30,6.35E-29,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20506.t1,30.36620019,2.672376523,0.180326888,11.57572252,5.47E-31,2.13E-29,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21444.t1,28.42533358,2.669183332,0.257066869,8.107699121,5.16E-16,1.23E-14,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g2496.t1,22.30010558,2.668794293,0.376951068,5.528122804,3.24E-08,5.06E-07,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g7796.t2,14.14188404,2.655849096,0.237560777,8.717291724,2.85E-18,7.32E-17,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16790.t1a,92.34067082,2.644655026,0.212132627,9.709456558,2.75E-22,8.33E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1042.t1,104.5759622,2.632659271,0.079362157,25.8019295,8.44E-147,7.14E-144,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23656.t1,39.94855831,2.62435647,0.453182523,4.500160233,6.79E-06,8.70E-05,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23181.t1,29.92025406,2.622026175,0.174739355,11.65772689,2.10E-31,8.33E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21321.t1a,117.4708246,2.614922223,0.124305513,16.33040776,6.00E-60,5.73E-58,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g26862.t1,56.34457671,2.608383585,0.14265062,14.18445349,1.14E-45,6.87E-44,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23655.t1,15.57577718,2.597996314,0.278701093,7.222913248,5.09E-13,1.06E-11,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14868.t1a,77.65025117,2.592225638,0.120383413,16.67391785,2.03E-62,2.11E-60,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23532.t1,592.5758755,2.58861672,0.321856726,6.225298588,4.81E-10,8.52E-09,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4636.t1,29.29239558,2.575361904,0.172001294,11.57200251,5.71E-31,2.22E-29,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g30967.t1,11.62136181,2.573861011,0.236612655,8.40571485,4.25E-17,1.05E-15,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17307.t1,56.15564307,2.572138224,0.314296988,6.32260505,2.57E-10,4.66E-09,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1038.t1,64.84023783,2.570262494,0.137638135,14.42405472,3.65E-47,2.26E-45,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17440.t1,32.71668703,2.565476923,0.184556221,10.73122546,7.26E-27,2.50E-25,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24495.t1,172.8813238,2.563948227,0.149115733,13.27147503,3.39E-40,1.74E-38,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17691.t1,115.7498559,2.56325022,0.223507833,8.851089001,8.67E-19,2.29E-17,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g7561.t1d,38.37722364,2.554351893,0.184423505,10.6786247,1.28E-26,4.37E-25,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23738.t1,20.51162664,2.551819782,0.223022367,8.819103239,1.15E-18,3.02E-17,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30388.t1,15.36216131,2.549156902,0.203356657,9.658864525,4.51E-22,1.35E-20,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24590.t1,15.22708996,2.542443483,0.292738588,6.68678836,2.28E-11,4.41E-10,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24362.t1,125.0506719,2.542267858,0.147769427,13.245672,4.78E-40,2.43E-38,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23522.t1,307.7947949,2.536017938,0.13449029,14.50703566,1.09E-47,6.89E-46,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21788.t1,81.50452625,2.534070723,0.090591086,21.51545266,1.12E-102,3.25E-100,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9068.t1,173.0513098,2.532849419,0.164132626,11.86776184,1.74E-32,7.21E-31,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11960.t1,54.20215976,2.522229617,0.153903727,12.58752565,2.47E-36,1.13E-34,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9214.t1,136.3318113,2.516735223,0.33364114,5.789971584,7.04E-09,1.16E-07,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19809.t1,75.77114357,2.513631933,0.146818988,13.13637603,2.04E-39,1.02E-37,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g28727.t1,34.19726499,2.513631518,0.142906909,13.49598158,1.65E-41,8.69E-40,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g28723.t1,39.42049824,2.512522102,0.114010043,16.90692808,4.00E-64,4.47E-62,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4132.t2a,32.54955395,2.495075889,0.162481959,11.75584906,6.59E-32,2.67E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23904.t1b,22.55945766,2.493991257,0.221286206,8.626966825,6.30E-18,1.61E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20202.t1,16.50604232,2.49176455,0.194246657,9.816395677,9.57E-23,2.96E-21,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13542.t1,29.30557944,2.490787321,0.231684491,8.225949039,1.94E-16,4.68E-15,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14020.t1,719.083685,2.479123623,0.445827747,4.248638934,2.15E-05,0.00026291,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g633.t2,37.79312957,2.478782793,0.136464849,13.87771511,8.65E-44,4.93E-42,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23276.t2,30.63018958,2.477496993,0.131027079,14.44384246,2.74E-47,1.70E-45,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4272.t1,20.00041995,2.476056021,0.15828306,11.94754211,6.69E-33,2.78E-31,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2618.t1,41.80559803,2.474945446,0.304576308,6.205285496,5.46E-10,9.64E-09,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20210.t1,18.88368728,2.472741002,0.159692351,11.82134582,3.03E-32,1.25E-30,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23215.t1,359.2926771,2.464655648,0.103479796,18.16483238,9.80E-74,1.37E-71,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23214.t2,81.05436151,2.464201185,0.112534351,16.69924482,1.33E-62,1.39E-60,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20031.t1,39.5958864,2.46290293,0.122528351,15.32657886,5.08E-53,3.88E-51,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20615.t1,78.75674651,2.457359578,0.155010197,12.0791865,1.36E-33,5.72E-32,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11978.t1,43.40387916,2.434988566,0.134435898,13.76139925,4.35E-43,2.40E-41,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30351.t1,121.0693069,2.432970352,0.099590564,18.55605369,7.29E-77,1.08E-74,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29263.t1,19.04119622,2.432115695,0.208925658,8.841198386,9.47E-19,2.49E-17,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24545.t1,37.02197348,2.42742847,0.214509053,8.589222417,8.76E-18,2.23E-16,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g774.t1,113.350844,2.424604025,0.245535827,7.492354769,6.76E-14,1.47E-12,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7596.t1,215.6459519,2.42174025,0.195226774,9.408431586,5.04E-21,1.45E-19,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___TS.g9888.t1,11.82949492,2.414905342,0.245723886,7.447150818,9.54E-14,2.05E-12,Up.Group3_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12356.t1,74.28775854,2.413914478,0.215904364,8.471120942,2.43E-17,6.07E-16,Up.Group3_v_Group6
